in s,C2 in V
-1.1880205E+00,3.24707E+00
-1.1880022E+00,3.27637E+00
-1.1879838E+00,3.23730E+00
-1.1879654E+00,3.29590E+00
-1.1879471E+00,3.28613E+00
-1.1879287E+00,3.25684E+00
-1.1879104E+00,3.26660E+00
-1.1878920E+00,3.26660E+00
-1.1878736E+00,3.23730E+00
-1.1878553E+00,3.28613E+00
-1.1878369E+00,3.29590E+00
-1.1878186E+00,3.28613E+00
-1.1878002E+00,3.26660E+00
-1.1877818E+00,3.29590E+00
-1.1877635E+00,3.20801E+00
-1.1877451E+00,3.24707E+00
-1.1877268E+00,3.29590E+00
-1.1877084E+00,3.30566E+00
-1.1876900E+00,3.29590E+00
-1.1876717E+00,3.24707E+00
-1.1876533E+00,3.26660E+00
-1.1876350E+00,3.28613E+00
-1.1876166E+00,3.23730E+00
-1.1875982E+00,3.28613E+00
-1.1875799E+00,3.22754E+00
-1.1875615E+00,3.24707E+00
-1.1875432E+00,3.28613E+00
-1.1875248E+00,3.28613E+00
-1.1875064E+00,3.29590E+00
-1.1874881E+00,3.25684E+00
-1.1874697E+00,3.25684E+00
-1.1874514E+00,3.24707E+00
-1.1874330E+00,3.24707E+00
-1.1874146E+00,3.27637E+00
-1.1873963E+00,3.24707E+00
-1.1873779E+00,3.27637E+00
-1.1873596E+00,3.31543E+00
-1.1873412E+00,3.33496E+00
-1.1873228E+00,3.25684E+00
-1.1873045E+00,3.27637E+00
-1.1872861E+00,3.26660E+00
-1.1872678E+00,3.28613E+00
-1.1872494E+00,3.21777E+00
-1.1872310E+00,3.29590E+00
-1.1872127E+00,3.29590E+00
-1.1871943E+00,3.27637E+00
-1.1871760E+00,3.25684E+00
-1.1871576E+00,3.29590E+00
-1.1871392E+00,3.28613E+00
-1.1871209E+00,3.24707E+00
-1.1871025E+00,3.25684E+00
-1.1870842E+00,3.28613E+00
-1.1870658E+00,3.28613E+00
-1.1870474E+00,3.25684E+00
-1.1870291E+00,3.27637E+00
-1.1870107E+00,3.29590E+00
-1.1869924E+00,3.27637E+00
-1.1869740E+00,3.27637E+00
-1.1869556E+00,3.23730E+00
-1.1869373E+00,3.25684E+00
-1.1869189E+00,3.25684E+00
-1.1869006E+00,3.29590E+00
-1.1868822E+00,3.27637E+00
-1.1868638E+00,3.24707E+00
-1.1868455E+00,3.25684E+00
-1.1868271E+00,3.27637E+00
-1.1868088E+00,3.28613E+00
-1.1867904E+00,3.29590E+00
-1.1867720E+00,3.26660E+00
-1.1867537E+00,3.25684E+00
-1.1867353E+00,3.27637E+00
-1.1867170E+00,3.27637E+00
-1.1866986E+00,3.27637E+00
-1.1866802E+00,3.24707E+00
-1.1866619E+00,3.27637E+00
-1.1866435E+00,3.25684E+00
-1.1866252E+00,3.26660E+00
-1.1866068E+00,3.27637E+00
-1.1865884E+00,3.24707E+00
-1.1865701E+00,3.27637E+00
-1.1865517E+00,3.22754E+00
