in s,C2 in V
-2.9698970E+00,-4.88281E-03
-2.9698511E+00,4.88281E-03
-2.9698052E+00,-4.88281E-03
-2.9697593E+00,-1.46484E-02
-2.9697134E+00,-4.88281E-03
-2.9696675E+00,4.88281E-03
-2.9696216E+00,-1.46484E-02
-2.9695757E+00,4.88281E-03
-2.9695298E+00,-4.88281E-03
-2.9694839E+00,1.46484E-02
-2.9694380E+00,-5.37109E-02
-2.9693920E+00,-2.44141E-02
-2.9693461E+00,-4.88281E-03
-2.9693002E+00,-4.39453E-02
-2.9692543E+00,4.88281E-03
-2.9692084E+00,-4.88281E-03
-2.9691625E+00,1.46484E-02
-2.9691166E+00,-4.88281E-03
-2.9690707E+00,-2.44141E-02
-2.9690248E+00,2.44141E-02
-2.9689789E+00,4.88281E-03
-2.9689330E+00,-3.41797E-02
-2.9688871E+00,-1.46484E-02
-2.9688412E+00,-4.88281E-03
-2.9687953E+00,4.39453E-02
-2.9687494E+00,-1.46484E-02
-2.9687035E+00,-3.41797E-02
-2.9686576E+00,-4.88281E-03
-2.9686117E+00,-4.88281E-03
-2.9685658E+00,-2.44141E-02
-2.9685199E+00,3.41797E-02
-2.9684740E+00,4.88281E-03
-2.9684281E+00,-4.88281E-03
-2.9683822E+00,2.44141E-02
-2.9683363E+00,-2.44141E-02
-2.9682904E+00,-1.46484E-02
-2.9682444E+00,-4.88281E-03
-2.9681985E+00,-2.44141E-02
-2.9681526E+00,2.44141E-02
-2.9681067E+00,-4.88281E-03
-2.9680608E+00,-2.44141E-02
-2.9680149E+00,-2.44141E-02
-2.9679690E+00,-2.44141E-02
-2.9679231E+00,1.46484E-02
-2.9678772E+00,-4.88281E-03
-2.9678313E+00,-6.34766E-02
-2.9677854E+00,4.88281E-03
-2.9677395E+00,-4.39453E-02
-2.9676936E+00,-3.41797E-02
-2.9676477E+00,-2.44141E-02
-2.9676018E+00,-4.88281E-03
-2.9675559E+00,-4.39453E-02
-2.9675100E+00,-1.46484E-02
-2.9674641E+00,2.44141E-02
-2.9674182E+00,6.34766E-02
-2.9673723E+00,-2.44141E-02
-2.9673264E+00,1.46484E-02
-2.9672805E+00,-1.46484E-02
-2.9672346E+00,4.88281E-03
-2.9671887E+00,-4.88281E-03
-2.9671428E+00,-2.44141E-02
-2.9670968E+00,3.41797E-02
-2.9670509E+00,-1.46484E-02
-2.9670050E+00,-4.88281E-03
-2.9669591E+00,2.44141E-02
-2.9669132E+00,4.88281E-03
-2.9668673E+00,-4.39453E-02
-2.9668214E+00,-4.88281E-03
-2.9667755E+00,-1.46484E-02
-2.9667296E+00,4.88281E-03
-2.9666837E+00,-4.39453E-02
-2.9666378E+00,-4.88281E-03
-2.9665919E+00,-4.39453E-02
-2.9665460E+00,-2.44141E-02
-2.9665001E+00,-1.46484E-02
-2.9664542E+00,-1.46484E-02
-2.9664083E+00,-4.88281E-03
-2.9663624E+00,4.88281E-03
-2.9663165E+00,-4.88281E-03
-2.9662706E+00,-1.46484E-02
-2.9662247E+00,-2.44141E-02
-2.9661788E+00,-7.32422E-02
-2.9661329E+00,-2.44141E-02
-2.9660870E+00,-4.88281E-03
-2.9660411E+00,-4.88281E-03
-2.9659952E+00,-3.41797E-02
-2.9659492E+00,-4.39453E-02
-2.9659033E+00,2.44141E-02
-2.9658574E+00,-2.44141E-02
-2.9658115E+00,-2.44141E-02
-2.9657656E+00,-3.41797E-02
-2.9657197E+00,-5.37109E-02
